아파트,법정동,전용면적,거래금액,건축년도,층,거래년,거래월,거래일
삼성,옥련동,59.98,"24,000",1996,14,2024,7,23
현대2차아파트,옥련동,84.6,"34,400",1995,8,2024,7,23
송도더샵그린워크3차(18-1블럭),송도동,84.73,"75,000",2015,3,2024,7,6
베르디움더퍼스트,송도동,74.5812,"60,000",2017,4,2024,7,26
롯데캐슬캠퍼스타운,송도동,59.8604,"64,000",2016,33,2024,7,11
롯데캐슬캠퍼스타운,송도동,101.3056,"83,500",2016,7,2024,7,6
더샵엑스포10단지,송도동,84.9871,"73,900",2009,12,2024,7,25
서해,옥련동,59.885,"19,800",1995,2,2024,7,10
더샵엑스포10단지,송도동,84.9871,"73,900",2009,12,2024,7,25
더샵송도마리나베이,송도동,74.8994,"55,000",2020,27,2024,7,1
서해,옥련동,84.855,"28,250",1995,15,2024,7,15
우주,연수동,84.975,"27,250",1992,1,2024,7,13
더샵센트럴파크2,송도동,291.336,"440,000",2011,41,2024,7,8
힐스테이트레이크송도1차,송도동,84.92,"74,250",2019,27,2024,7,17
쌍용,옥련동,59.78,"27,000",1998,11,2024,7,22
연수대우.삼환,동춘동,102,"44,500",1994,19,2024,7,23
송도푸르지오하버뷰,송도동,150.9032,"149,500",2011,39,2024,7,2
랜드마크시티센트럴더샵,송도동,95.8548,"73,500",2020,15,2024,7,18
더샵송도마리나베이,송도동,74.9894,"59,500",2020,24,2024,7,15
동남,동춘동,52.14,"21,000",1994,2,2024,7,22
우성,옥련동,59.929,"28,000",1996,4,2024,7,13
"승기마을,연수1차시영",연수동,26.82,"11,500",1992,9,2024,7,27
송도아트윈푸르지오,송도동,84.98,"84,000",2015,42,2024,7,28
우성2,연수동,59.59,"36,000",1994,7,2024,7,24
송도SKVIEW,송도동,84.6541,"74,300",2019,42,2024,7,20
현대2차아파트,옥련동,59.985,"25,800",1995,2,2024,7,21
현대2차아파트,옥련동,84.6,"37,000",1995,9,2024,7,22
솔밭마을아파트,연수동,49.56,"21,000",1993,6,2024,7,13
송도웰카운티1단지,송도동,119.79,"78,000",2008,4,2024,7,27
연수주공2차,연수동,49.94,"18,500",1992,15,2024,7,26
힐스테이트레이크송도3차,송도동,84.06,"81,000",2023,15,2024,7,23
우성2,연수동,40.5,"17,800",1994,1,2024,7,20
성일,연수동,59.75,"23,000",1994,11,2024,7,27
솔밭마을아파트,연수동,49.56,"20,000",1993,11,2024,7,13
풍림3,동춘동,84.3,"32,500",1993,4,2024,7,22
"연수타운(금호,동아)",동춘동,94.77,"44,800",1993,5,2024,7,17
송도에듀포레푸르지오,송도동,72.253,"67,000",2016,30,2024,7,24
송도더샵센트럴시티,송도동,59.97,"62,500",2018,9,2024,7,26
더샵엑스포10단지,송도동,84.9871,"73,900",2009,12,2024,7,25
"태산,대진.정광아파트",선학동,64.38,"21,000",1991,2,2024,7,26
송도자이하버뷰1단지,송도동,95.393,"79,000",2011,11,2024,7,1
더샵그린스퀘어,송도동,84.8669,"78,000",2014,34,2024,7,26
송도푸르지오하버뷰,송도동,127.1238,"119,700",2011,33,2024,7,12
더샵그린워크1차,송도동,84.8682,"77,000",2014,9,2024,7,16
e편한세상송도,송도동,84.2538,"61,500",2018,4,2024,7,20
송도한진해모로,송도동,123.1909,"76,700",2006,3,2024,7,6
e편한세상송도,송도동,70.3826,"55,300",2018,28,2024,7,26
"승기마을,연수1차시영",연수동,50.67,"20,600",1992,11,2024,7,20
송도캐슬&해모로,송도동,84.4433,"53,000",2013,15,2024,7,9
송도글로벌파크베르디움,송도동,84.9599,"88,000",2017,8,2024,7,20
송도풍림아이원1단지,송도동,84.7167,"56,000",2005,6,2024,7,9
송도아메리칸타운아이파크,송도동,84.4661,"81,300",2018,17,2024,7,24
베르디움더퍼스트,송도동,63.9487,"61,250",2017,24,2024,7,13
송도글로벌파크베르디움,송도동,74.9307,"79,000",2017,23,2024,7,20
연수푸르지오4단지,청학동,140.04,"53,500",2011,25,2024,7,26
송도SKVIEW,송도동,84.8146,"76,200",2019,22,2024,7,21
베르디움더퍼스트,송도동,63.9487,"60,000",2017,19,2024,7,19
송도자이하버뷰2단지,송도동,101.7,"97,500",2011,12,2024,7,9
송도SKVIEW,송도동,84.9753,"70,000",2019,38,2024,7,13
글로벌캠퍼스푸르지오,송도동,94.98,"78,000",2013,32,2024,7,13
송도더샵마스터뷰22BL,송도동,84.92,"85,000",2015,19,2024,7,17
송도더샵센트럴시티,송도동,84.97,"83,500",2018,20,2024,7,5
우주,연수동,84.975,"27,250",1992,1,2024,7,13
송도더샵마스터뷰22BL,송도동,72.59,"73,000",2015,7,2024,7,16
송도더샵마스터뷰23-1BL,송도동,84.94,"90,500",2015,34,2024,7,17
더샵그린워크2차,송도동,74.8873,"70,000",2014,19,2024,7,20
베르디움더퍼스트,송도동,63.9487,"59,900",2017,9,2024,7,19
랜드마크시티센트럴더샵,송도동,84.9999,"68,500",2020,21,2024,7,6
송도더샵그린워크3차(18-1블럭),송도동,99.6,"89,500",2015,13,2024,7,12
더샵퍼스트월드,송도동,84.898,"115,000",2009,10,2024,7,5
아이파크송도,송도동,84.4945,"65,000",2005,7,2024,7,9
베르디움더퍼스트,송도동,63.9487,"59,900",2017,9,2024,7,19
힐스테이트레이크송도1차,송도동,99.59,"80,000",2019,7,2024,7,24
송도캐슬&해모로,송도동,84.4433,"53,000",2013,15,2024,7,9
송도더샵그린워크3차(18-1블럭),송도동,84.89,"84,500",2015,34,2024,7,12
희영무지개2,선학동,84.98,"28,250",1995,13,2024,7,23
송도더샵마스터뷰21BL,송도동,84.92,"86,300",2015,20,2024,7,13
송도파크레인동일하이빌,동춘동,74.2443,"49,000",2019,27,2024,7,12
연수서해그랑블1단지,동춘동,70.75,"44,900",2017,19,2024,7,16
송도더샵마스터뷰22BL,송도동,72.59,"73,500",2015,8,2024,7,17
송도SKVIEW,송도동,84.6541,"71,500",2019,7,2024,7,21
더샵그린워크1차,송도동,84.3408,"77,500",2014,23,2024,7,5
송도SKVIEW,송도동,84.6932,"72,000",2019,15,2024,7,16
"승기마을,연수1차시영",연수동,26.82,"12,200",1992,12,2024,7,19
e편한세상송도,송도동,70.3826,"54,800",2018,29,2024,7,1
송도파크자이,동춘동,84.8904,"80,000",2019,28,2024,7,8
롯데캐슬캠퍼스타운,송도동,101.3056,"76,500",2016,3,2024,7,12
현대4,옥련동,59.985,"29,300",1997,9,2024,7,13
서해그랑블포레스트,동춘동,59.8632,"39,000",2019,9,2024,7,22
우성,옥련동,59.929,"26,800",1996,3,2024,7,5
송도더샵하버뷰(D15),송도동,151.6007,"167,000",2012,10,2024,7,19
우성,옥련동,84.692,"30,300",1996,4,2024,7,3
현대2차아파트,옥련동,84.6,"36,800",1995,16,2024,7,6
현대2차아파트,옥련동,59.985,"24,500",1995,18,2024,7,10
더샵송도마리나베이,송도동,84.916,"85,000",2020,24,2024,7,17
현대4,옥련동,84.6,"35,700",1997,9,2024,7,8
현대5,옥련동,59.985,"22,500",1997,2,2024,7,7
롯데캐슬캠퍼스타운,송도동,84.578,"84,500",2016,43,2024,7,23
e편한세상송도,송도동,84.4163,"69,000",2018,16,2024,7,3
현대4,옥련동,84.6,"37,200",1997,13,2024,7,7
송도더샵마스터뷰23-1BL,송도동,72.59,"74,500",2015,31,2024,7,6
백산,옥련동,59.76,"17,000",1994,12,2024,7,10
롯데캐슬캠퍼스타운,송도동,101.3056,"87,000",2016,46,2024,7,19
"연수타운(금호,동아)",동춘동,101.97,"45,000",1993,10,2024,7,22
e편한세상송도,송도동,70.5618,"58,000",2018,31,2024,7,22
더샵엑스포9단지,송도동,113.7554,"92,000",2009,15,2024,7,5
송도아메리칸타운아이파크,송도동,84.0784,"85,000",2018,35,2024,7,18
솔밭마을아파트,연수동,49.56,"21,900",1993,10,2024,7,22
랜드마크시티센트럴더샵,송도동,84.9999,"65,000",2020,6,2024,7,13
더샵송도마리나베이,송도동,84.202,"68,000",2020,14,2024,7,2
현대2차아파트,옥련동,59.985,"24,800",1995,1,2024,7,23
송도더샵센트럴시티,송도동,59.97,"62,500",2018,28,2024,7,12
한양2,동춘동,84.97,"42,500",1994,2,2024,7,12
송도자이하버뷰2단지,송도동,115.133,"113,000",2011,24,2024,7,13
"승기마을,연수1차시영",연수동,26.82,"12,300",1992,14,2024,7,13
동남,동춘동,52.14,"21,000",1994,10,2024,7,5
더샵엑스포9단지,송도동,113.7554,"87,000",2009,7,2024,7,3
한양1,동춘동,133.44,"55,000",1994,10,2024,7,22
송도에듀포레푸르지오,송도동,72.253,"67,300",2016,35,2024,7,2
e편한세상송도,송도동,70.3826,"58,000",2018,20,2024,7,22
연수서해그랑블1단지,동춘동,70.75,"44,200",2017,12,2024,7,17
롯데캐슬캠퍼스타운,송도동,101.3056,"84,500",2016,16,2024,7,5
랜드마크시티센트럴더샵,송도동,84.9999,"66,700",2020,9,2024,7,16
더샵엑스포10단지,송도동,115.0662,"87,000",2009,5,2024,7,20
랜드마크시티센트럴더샵,송도동,84.9999,"63,800",2020,9,2024,7,6
희영무지개2,선학동,84.98,"28,250",1995,13,2024,7,23
송도더샵센트럴시티,송도동,59.97,"63,000",2018,31,2024,7,4
윤성,선학동,59.86,"22,000",1995,11,2024,7,15
송도풍림아이원1단지,송도동,84.7167,"59,000",2005,7,2024,7,20
송도SKVIEW,송도동,75.618,"64,000",2019,28,2024,7,12
송도SKVIEW,송도동,84.6541,"74,300",2019,42,2024,7,20
래미안,동춘동,95.76,"37,000",1993,3,2024,7,11
송도웰카운티2단지,송도동,149.59,"100,000",2007,11,2024,7,10
송도더샵센트럴시티,송도동,59.99,"59,900",2018,17,2024,7,20
송도SKVIEW,송도동,84.6541,"68,000",2019,20,2024,7,20
쌍용,옥련동,59.78,"25,700",1998,6,2024,7,12
힐스테이트레이크송도2차,송도동,84.96,"75,500",2020,28,2024,7,13
송도웰카운티1단지,송도동,119.91,"86,900",2008,4,2024,7,12
롯데캐슬,송도동,110.7602,"79,500",2012,4,2024,7,6
송도글로벌파크베르디움,송도동,63.9721,"70,500",2017,28,2024,7,10
송도더샵하버뷰(D14),송도동,84.837,"78,000",2011,2,2024,7,11
글로벌캠퍼스푸르지오,송도동,94.98,"83,500",2013,27,2024,7,20
송도더샵그린워크3차(18-1블럭),송도동,115.14,"110,000",2015,22,2024,7,20
송도글로벌파크베르디움,송도동,74.9307,"77,500",2017,24,2024,7,18
풍림2,동춘동,45.36,"26,200",1993,7,2024,7,8
송도푸르지오월드마크8단지,송도동,127.051,"73,000",2010,15,2024,7,8
송도동일하이빌파크포레,동춘동,59.9786,"38,000",2019,6,2024,7,22
문남마을,연수동,49.24,"19,500",1994,4,2024,7,19
백산,옥련동,59.76,"15,750",1994,1,2024,7,20
랜드마크시티센트럴더샵,송도동,84.8166,"70,900",2020,39,2024,7,16
자이(xi),동춘동,95.55,"40,000",1993,13,2024,7,14
연수대우.삼환,동춘동,90.18,"41,500",1994,1,2024,7,15
송도풍림아이원4단지,송도동,84.7159,"57,000",2005,9,2024,7,5
글로벌캠퍼스푸르지오,송도동,115.98,"70,000",2013,30,2024,7,9
동남,동춘동,52.14,"22,800",1994,4,2024,7,18
송도더샵센트럴시티,송도동,72.99,"72,500",2018,24,2024,7,20
e편한세상송도,송도동,70.2331,"57,500",2018,21,2024,7,15
송도더샵센트럴시티,송도동,84.97,"82,500",2018,7,2024,7,8
무지개마을,동춘동,59.76,"32,000",1995,5,2024,7,10
베르디움더퍼스트,송도동,84.993,"75,000",2017,25,2024,7,12
송도캐슬&해모로,송도동,84.4433,"62,400",2013,24,2024,7,15
인천송도힐스테이트6단지,송도동,142.359,"82,750",2011,5,2024,7,8
뉴서울,선학동,84.53,"30,700",1992,5,2024,7,10
e편한세상송도,송도동,70.5618,"57,000",2018,29,2024,7,15
성지리벨루스,송도동,84.586,"60,000",2006,3,2024,7,10
효정,연수동,84.95,"34,500",1993,4,2024,7,4
송도더샵그린애비뉴7단지,송도동,129.1677,"129,400",2012,18,2024,7,14
송도더샵파크애비뉴,송도동,84.05,"115,800",2018,33,2024,7,15
시대,청학동,35.743,"17,700",1994,2,2024,7,15
성호,청학동,84.02,"38,000",1993,2,2024,7,20
송도글로벌파크베르디움,송도동,74.9533,"77,800",2017,32,2024,7,19
송도SKVIEW,송도동,75.618,"64,000",2019,26,2024,7,12
우성2,연수동,40.5,"19,900",1994,3,2024,7,5
송도더샵하버뷰(D13),송도동,84.928,"80,800",2011,20,2024,7,6
동춘마을,동춘동,59.36,"23,000",1994,5,2024,7,3
"태산,대진.정광아파트",선학동,64.38,"21,700",1991,2,2024,7,15
풍림2,동춘동,45.36,"24,900",1993,2,2024,7,18
송도캐슬&해모로,송도동,84.4433,"62,700",2013,13,2024,7,17
삼성,옥련동,84.97,"31,000",1996,2,2024,7,19
베르디움더퍼스트,송도동,63.9487,"59,900",2017,9,2024,7,19
자이(xi),동춘동,95.55,"36,700",1993,1,2024,7,13
송도SKVIEW,송도동,84.6541,"76,400",2019,28,2024,7,17
문남마을,연수동,49.24,"20,000",1994,1,2024,7,19
세경,연수동,51.75,"20,300",1997,4,2024,7,15
송도더샵센트럴시티,송도동,59.97,"61,750",2018,3,2024,7,12
래미안,동춘동,95.76,"40,400",1993,7,2024,7,16
송도풍림아이원1단지,송도동,114.7008,"45,570",2005,7,2024,7,15
베르디움더퍼스트,송도동,63.9487,"60,000",2017,20,2024,7,12
아이파크송도,송도동,84.4945,"72,000",2005,6,2024,7,9
더샵송도마리나베이,송도동,84.202,"64,500",2020,5,2024,7,7
연수서해그랑블1단지,동춘동,84.98,"51,500",2017,21,2024,7,11
서해,옥련동,59.885,"21,000",1995,4,2024,7,9
랜드마크시티센트럴더샵,송도동,84.8166,"69,500",2020,45,2024,7,15
연수주공2차,연수동,41.3,"16,400",1992,15,2024,7,11
대동,선학동,84.4,"29,000",1992,8,2024,7,3
송도풍림아이원3단지,송도동,84.94,"54,400",2005,3,2024,7,8
연수서해그랑블1단지,동춘동,70.75,"44,500",2017,12,2024,7,19
베르디움더퍼스트,송도동,63.9487,"60,500",2017,9,2024,7,5
송도오션파크베르디움,송도동,84.847,"67,000",2020,22,2024,7,1
송도더샵그린애비뉴8단지,송도동,112.1643,"102,500",2012,19,2024,7,11
송도풍림아이원1단지,송도동,84.7167,"56,700",2005,7,2024,7,4
송도더샵마스터뷰22BL,송도동,84.92,"81,000",2015,19,2024,7,13
송도풍림아이원2단지,송도동,84.94,"56,200",2005,11,2024,7,5
풍림3,동춘동,84.3,"39,300",1993,3,2024,7,11
현대5,옥련동,59.985,"24,000",1997,5,2024,7,19
송도더샵센트럴시티,송도동,59.97,"62,000",2018,8,2024,7,5
송도SKVIEW,송도동,84.8146,"69,000",2019,5,2024,7,13
송도더샵센트럴시티,송도동,59.97,"62,500",2018,41,2024,7,1
e편한세상송도,송도동,70.5618,"58,000",2018,30,2024,7,11
송도한진해모로,송도동,101.8519,"69,500",2006,16,2024,7,9
송도더샵마스터뷰21BL,송도동,84.98,"77,500",2015,4,2024,7,6
베르디움더퍼스트,송도동,84.9572,"71,000",2017,24,2024,7,15
더샵퍼스트월드,송도동,94.284,"81,700",2009,8,2024,7,15
더샵엑스포10단지,송도동,128.4673,"90,000",2009,2,2024,7,9
풍림1,연수동,84.81,"31,000",1992,2,2024,7,6
더샵송도마리나베이,송도동,84.916,"65,000",2020,1,2024,7,8
연수대우.삼환,동춘동,90.18,"45,500",1994,14,2024,7,6
송도더샵그린애비뉴7단지,송도동,129.1677,"120,000",2012,7,2024,7,11
더샵그린워크2차,송도동,117.8951,"97,500",2014,24,2024,7,11
래미안,동춘동,95.76,"40,700",1993,9,2024,7,7
"승기마을,연수1차시영",연수동,26.82,"12,500",1992,6,2024,7,10
"승기마을,연수1차시영",연수동,26.82,"11,000",1992,4,2024,7,16
"승기마을,연수1차시영",연수동,26.82,"11,850",1992,4,2024,7,9
세경,연수동,51.75,"23,470",1997,11,2024,7,13
송도글로벌파크베르디움,송도동,63.9721,"71,000",2017,14,2024,7,6
송도에듀포레푸르지오,송도동,84.517,"67,500",2016,6,2024,7,15
한양1,동춘동,101.9,"44,500",1994,18,2024,7,5
주공3,연수동,44.66,"17,500",1993,14,2024,7,11
송도더샵센트럴시티,송도동,59.99,"61,500",2018,29,2024,7,8
동춘마을,동춘동,59.3,"24,200",1994,1,2024,7,16
송도글로벌파크베르디움,송도동,63.9498,"67,800",2017,13,2024,7,16
"태산,대진.정광아파트",선학동,84.69,"25,500",1991,1,2024,7,6
송도SKVIEW,송도동,84.6932,"67,000",2019,34,2024,7,16
인천연수서해그랑블3단지,동춘동,59.9628,"38,700",2019,7,2024,7,5
현대4,옥련동,59.985,"27,000",1997,16,2024,7,6
랜드마크시티센트럴더샵,송도동,95.8548,"79,500",2020,48,2024,7,15
하나타운1,청학동,59.79,"27,000",1995,13,2024,7,4
시대,청학동,35.743,"18,000",1994,12,2024,7,4
시대,청학동,35.743,"17,800",1994,10,2024,7,16
베르디움더퍼스트,송도동,84.9572,"71,900",2017,9,2024,7,13
힐스테이트레이크송도2차,송도동,84.96,"74,500",2020,28,2024,7,7
e편한세상송도,송도동,70.3826,"55,000",2018,19,2024,7,11
송도더샵하버뷰(D13),송도동,147.823,"190,000",2011,24,2024,7,10
더샵그린스퀘어,송도동,125.9313,"104,500",2014,13,2024,7,4
동춘마을,동춘동,59.36,"23,900",1994,1,2024,7,9
송도자이하버뷰2단지,송도동,135.661,"153,500",2011,19,2024,7,5
송도더샵그린워크3차(17-1블럭),송도동,69.91,"67,500",2015,25,2024,7,8
연수대우.삼환,동춘동,90.18,"38,500",1994,19,2024,7,7
송도더샵마스터뷰22BL,송도동,84.92,"80,000",2015,4,2024,7,3
송도더샵마스터뷰21BL,송도동,125.51,"130,000",2015,12,2024,7,1
송도더샵센트럴시티,송도동,59.97,"63,800",2018,42,2024,7,8
동춘마을,동춘동,59.36,"23,100",1994,5,2024,7,8
송도더샵마스터뷰21BL,송도동,84.92,"87,500",2015,18,2024,7,4
더샵그린워크1차,송도동,59.9201,"64,400",2014,18,2024,7,13
"연수타운(금호,동아)",동춘동,101.97,"41,500",1993,3,2024,7,6
인천연수서해그랑블3단지,동춘동,59.9628,"40,500",2019,2,2024,7,8
동남,동춘동,52.14,"18,500",1994,9,2024,7,10
무지개마을,동춘동,59.76,"30,000",1995,8,2024,7,5
랜드마크시티센트럴더샵,송도동,84.7966,"65,000",2020,22,2024,7,11
풍림,옥련동,77,"33,000",1998,17,2024,7,12
풍림2,동춘동,45.36,"25,200",1993,5,2024,7,16
삼성,옥련동,59.98,"24,500",1996,19,2024,7,16
송도에듀포레푸르지오,송도동,84.852,"80,000",2016,11,2024,7,9
한양1,동춘동,133.44,"55,000",1994,10,2024,7,2
송도에듀포레푸르지오,송도동,84.852,"80,000",2016,11,2024,7,9
송도더샵그린워크3차(17-1블럭),송도동,69.91,"65,500",2015,14,2024,7,10
영남,연수동,84.94,"31,200",1992,3,2024,7,9
우주,연수동,84.975,"28,500",1992,3,2024,7,4
더샵송도마리나베이,송도동,74.9894,"64,200",2020,14,2024,7,4
송도풍림아이원6단지,송도동,189.7385,"159,000",2005,14,2024,7,2
유천,연수동,84.87,"30,000",1993,3,2024,7,4
베르디움더퍼스트,송도동,63.9487,"59,500",2017,10,2024,7,3
송도SKVIEW,송도동,84.9753,"70,000",2019,2,2024,7,3
베르디움더퍼스트,송도동,84.9572,"71,500",2017,18,2024,7,11
현대4,옥련동,59.985,"27,200",1997,9,2024,7,5
송도더샵퍼스트파크F14BL,송도동,95.87,"115,000",2017,33,2024,7,5
더샵그린워크1차,송도동,84.3408,"77,500",2014,21,2024,7,2
송도더샵센트럴시티,송도동,59.97,"63,500",2018,30,2024,7,8
송도센트럴파크푸르지오,송도동,84.9238,"94,200",2015,16,2024,7,6
현대2차아파트,옥련동,84.6,"38,000",1995,18,2024,7,11
송도글로벌파크베르디움,송도동,84.9359,"86,000",2017,6,2024,7,13
한양1,동춘동,88.86,"37,500",1994,24,2024,7,7
한양1,동춘동,101.9,"45,500",1994,7,2024,7,2
풍림1,연수동,84.96,"32,000",1992,13,2024,7,5
랜드마크시티센트럴더샵,송도동,84.8166,"60,000",2020,3,2024,7,8
송도더샵센트럴시티,송도동,59.97,"64,250",2018,26,2024,7,14
송도에듀포레푸르지오,송도동,59.941,"58,800",2016,25,2024,7,11
송도글로벌파크베르디움,송도동,84.9359,"86,000",2017,6,2024,7,13
서해그랑블포레스트,동춘동,59.8632,"38,500",2019,7,2024,7,11
우성2,연수동,59.59,"35,500",1994,10,2024,7,13
서해,옥련동,59.885,"22,500",1995,9,2024,7,6
풍림2,동춘동,45.36,"27,700",1993,4,2024,7,10
연수주공2차,연수동,49.94,"18,750",1992,15,2024,7,4
동남,동춘동,52.14,"22,500",1994,6,2024,7,12
풍림2,동춘동,84.22,"43,000",1993,9,2024,7,12
송도SKVIEW,송도동,84.6541,"75,000",2019,35,2024,7,1
연수대우.삼환,동춘동,90.18,"47,300",1994,16,2024,7,7
경남,연수동,70.28,"41,400",1993,12,2024,7,1
송도풍림아이원6단지,송도동,130.5791,"78,000",2005,10,2024,7,1
베르디움더퍼스트,송도동,63.9487,"59,900",2017,9,2024,7,12
동춘마을,동춘동,59.3,"25,000",1994,5,2024,7,6
풍림3,동춘동,84.3,"32,500",1993,5,2024,7,1
송도풍림아이원2단지,송도동,84.94,"63,000",2005,9,2024,7,11
태경,연수동,84.945,"27,000",1992,2,2024,7,11
건영,동춘동,84.945,"35,000",1994,3,2024,7,12
주공3,연수동,44.66,"16,500",1993,1,2024,7,7
송도파크레인동일하이빌,동춘동,84.9044,"49,000",2019,1,2024,7,7
더샵퍼스트월드,송도동,123.02,"87,000",2009,2,2024,7,2
베르디움더퍼스트,송도동,63.9487,"61,000",2017,28,2024,7,10
송도한진해모로,송도동,84.1224,"59,000",2006,2,2024,7,7
롯데캐슬,송도동,110.253,"79,000",2012,7,2024,7,11
"승기마을,연수1차시영",연수동,26.82,"12,400",1992,13,2024,7,7
한양2,동춘동,84.97,"41,400",1994,4,2024,7,11
더샵송도마리나베이,송도동,84.2262,"60,000",2020,1,2024,7,11
송도더샵센트럴시티,송도동,59.99,"61,500",2018,29,2024,7,4
송도풍림아이원3단지,송도동,84.94,"60,000",2005,8,2024,7,6
송도더샵하버뷰(D14),송도동,84.837,"79,900",2011,11,2024,7,1
송도코오롱더프라우1단지,송도동,134.967,"73,000",2009,4,2024,7,3
우성2,연수동,40.5,"22,000",1994,16,2024,7,3
서해,옥련동,59.885,"24,000",1995,18,2024,7,3
쌍용,옥련동,84.98,"33,000",1998,13,2024,7,4
용담마을,청학동,49.995,"23,000",1994,5,2024,7,8
동남,동춘동,52.14,"22,700",1994,4,2024,7,4
송도글로벌파크베르디움,송도동,63.9721,"64,700",2017,4,2024,7,6
현대4,옥련동,84.6,"36,000",1997,13,2024,7,5
서해,옥련동,84.855,"26,000",1995,4,2024,7,6
송도풍림아이원3단지,송도동,84.94,"57,000",2005,13,2024,7,3
글로벌캠퍼스푸르지오,송도동,101.98,"77,750",2013,12,2024,7,9
송도SKVIEW,송도동,84.9753,"73,300",2019,28,2024,7,4
동남,동춘동,52.14,"16,800",1994,10,2024,7,5
송도더샵그린워크3차(17-1블럭),송도동,69.91,"65,500",2015,14,2024,7,10
송도SKVIEW,송도동,84.9753,"75,300",2019,32,2024,7,5
우주,연수동,84.975,"27,000",1992,4,2024,7,6
송도에듀포레푸르지오,송도동,59.941,"59,000",2016,27,2024,7,1
백산,옥련동,84.99,"26,000",1994,12,2024,7,10
시대,청학동,35.743,"17,400",1994,3,2024,7,9
용담마을,청학동,49.995,"22,800",1994,5,2024,7,10
문남마을,연수동,49.24,"22,000",1994,2,2024,7,5
송도더샵그린워크3차(17-1블럭),송도동,69.91,"65,500",2015,14,2024,7,10
송도에듀포레푸르지오,송도동,105.898,"88,000",2016,26,2024,7,5
송도더샵센트럴시티,송도동,59.99,"63,500",2018,12,2024,7,7
힐스테이트레이크송도2차,송도동,84.96,"71,800",2020,4,2024,7,6
송도더샵마스터뷰22BL,송도동,84.92,"80,500",2015,7,2024,7,2
송도캐슬&해모로,송도동,84.4024,"62,800",2013,18,2024,7,3
송도더샵퍼스트파크F14BL,송도동,84.9,"100,500",2017,14,2024,7,1
송도SKVIEW,송도동,84.6541,"74,000",2019,27,2024,7,4
송도SKVIEW,송도동,84.8146,"76,000",2019,19,2024,7,1
더샵송도마리나베이,송도동,84.7583,"65,000",2020,1,2024,7,8
송도아메리칸타운아이파크,송도동,84.4661,"79,500",2018,4,2024,7,2
송도글로벌파크베르디움,송도동,84.9359,"86,800",2017,30,2024,7,1
송도글로벌파크베르디움,송도동,74.9307,"78,400",2017,32,2024,7,6
송도SKVIEW,송도동,84.6541,"74,900",2019,16,2024,7,1
송도더샵센트럴시티,송도동,59.99,"63,500",2018,12,2024,7,7
동춘마을,동춘동,59.36,"24,000",1994,2,2024,7,3
송도더샵하버뷰(D13),송도동,84.928,"80,900",2011,6,2024,7,1
송도글로벌파크베르디움,송도동,84.9599,"88,500",2017,19,2024,7,5
송도글로벌파크베르디움,송도동,63.9721,"70,000",2017,23,2024,7,1
베르디움더퍼스트,송도동,84.9572,"72,000",2017,7,2024,7,3
송도SKVIEW,송도동,84.6541,"72,000",2019,14,2024,7,4
"연수타운(금호,동아)",동춘동,101.97,"46,500",1993,5,2024,7,4
송도파크레인동일하이빌,동춘동,84.9044,"52,500",2019,15,2024,7,6
송도풍림아이원2단지,송도동,84.94,"56,500",2005,8,2024,7,2
송도풍림아이원1단지,송도동,84.7167,"53,800",2005,1,2024,7,1
송도웰카운티3단지,송도동,76.24,"65,000",2010,2,2024,7,5
송도더샵센트럴시티,송도동,59.99,"62,800",2018,34,2024,7,4
솔밭마을아파트,연수동,49.56,"23,000",1993,9,2024,7,2
더샵송도마리나베이,송도동,84.916,"63,800",2020,3,2024,7,4
"태산,대진.정광아파트",선학동,64.38,"19,900",1991,3,2024,7,1
희영무지개2,선학동,59.85,"22,500",1995,6,2024,7,1
롯데캐슬캠퍼스타운,송도동,101.3056,"90,000",2016,46,2024,7,3
대동,선학동,84.06,"26,500",1992,4,2024,7,2
e편한세상송도,송도동,70.5618,"58,300",2018,10,2024,7,3
우성2,연수동,59.59,"33,000",1994,24,2024,7,2
연수대우.삼환,동춘동,90.18,"44,000",1994,6,2024,7,2
연수대우.삼환,동춘동,120.72,"49,500",1994,3,2024,7,1
용담마을,청학동,49.305,"23,000",1994,5,2024,7,1
송도아메리칸타운아이파크,송도동,84.4661,"85,000",2018,25,2024,8,9
e편한세상송도,송도동,70.2331,"55,250",2018,14,2024,8,27
더샵그린워크1차,송도동,84.8682,"79,000",2014,26,2024,8,28
더샵그린워크1차,송도동,84.8682,"81,250",2014,21,2024,8,11
송도더샵마스터뷰22BL,송도동,84.92,"85,500",2015,25,2024,8,6
송도캐슬&해모로,송도동,84.4815,"60,000",2013,14,2024,8,3
송도더샵센트럴시티,송도동,59.99,"61,200",2018,43,2024,8,17
더샵송도마리나베이,송도동,74.9894,"64,700",2020,18,2024,8,5
성일,연수동,59.75,"23,500",1994,13,2024,8,30
효정,연수동,84.95,"34,000",1993,7,2024,8,30
"승기마을,연수1차시영",연수동,26.82,"12,700",1992,11,2024,8,29
성일,연수동,59.75,"23,500",1994,13,2024,8,21
더샵엑스포6단지,송도동,118.2142,"88,000",2009,2,2024,8,29
송도캐슬&해모로,송도동,139.4227,"90,000",2013,14,2024,8,28
송도한진해모로,송도동,188.8443,"88,000",2006,1,2024,8,29
송도오션파크베르디움,송도동,84.847,"67,500",2020,33,2024,8,29
송도더샵퍼스트파크F14BL,송도동,68.72,"87,000",2017,33,2024,8,31
e편한세상송도,송도동,70.5618,"57,300",2018,13,2024,8,29
