아파트,법정동,전용면적,거래금액,건축년도,층,거래년,거래월,거래일
더샵그린스퀘어,송도동,98.2428,"83,000",2014,17,2024,8,22
송도웰카운티1단지,송도동,84.96,"76,700",2008,14,2024,8,29
더샵엑스포9단지,송도동,116.3387,"95,000",2009,12,2024,8,30
문남마을,연수동,49.24,"21,500",1994,4,2024,8,29
송도에듀포레푸르지오,송도동,84.852,"82,000",2016,27,2024,8,31
송도자이하버뷰2단지,송도동,165.727,"200,000",2011,15,2024,8,27
송도더샵그린워크3차(17-1블럭),송도동,69.91,"67,500",2015,14,2024,8,27
송도푸르지오하버뷰,송도동,111.8079,"92,000",2011,19,2024,8,28
송도풍림아이원2단지,송도동,84.94,"58,030",2005,20,2024,8,26
e편한세상송도,송도동,70.5618,"57,900",2018,36,2024,8,31
위드프리상뜨,송도동,120.06,"57,000",2006,16,2024,8,23
송도캐슬&해모로,송도동,139.4227,"90,000",2013,14,2024,8,28
e편한세상송도,송도동,70.5618,"57,000",2018,18,2024,8,22
유천,연수동,84.87,"30,000",1993,2,2024,8,22
베르디움더퍼스트,송도동,84.9572,"74,000",2017,14,2024,8,29
송도글로벌파크베르디움,송도동,63.9721,"70,500",2017,23,2024,8,30
송도에듀포레푸르지오,송도동,105.919,"90,000",2016,12,2024,8,29
송도더샵센트럴시티,송도동,59.99,"62,000",2018,32,2024,8,26
삼성,옥련동,59.98,"24,700",1996,5,2024,8,31
송도더샵그린워크3차(17-1블럭),송도동,69.91,"64,000",2015,4,2024,8,29
무지개마을,동춘동,59.76,"28,500",1995,2,2024,8,31
주공3,연수동,44.66,"17,800",1993,11,2024,8,31
송도파크자이,동춘동,84.9246,"57,000",2019,20,2024,8,24
시대,청학동,35.743,"17,700",1994,3,2024,8,17
시대,청학동,49.585,"24,900",1994,9,2024,8,17
송도코오롱더프라우2단지,송도동,217.798,"210,000",2009,18,2024,8,28
아주,선학동,84.06,"28,700",1992,12,2024,8,25
연수서해그랑블1단지,동춘동,84.98,"50,000",2017,19,2024,8,22
송도더샵센트럴시티,송도동,84.97,"85,300",2018,23,2024,8,20
송도오션파크베르디움,송도동,84.847,"65,500",2020,25,2024,8,31
송도더샵그린워크3차(17-1블럭),송도동,84.73,"77,000",2015,23,2024,8,6
더샵그린워크1차,송도동,59.9201,"63,000",2014,8,2024,8,23
현대1,옥련동,59.4,"17,900",1994,4,2024,8,23
송도푸르지오하버뷰,송도동,101.9753,"85,000",2011,3,2024,8,29
원흥,옥련동,59.86,"19,750",1994,13,2024,8,31
송도더샵센트럴시티,송도동,101.99,"105,000",2018,41,2024,8,23
아주,동춘동,84.78,"31,800",1994,2,2024,8,21
랜드마크시티센트럴더샵,송도동,84.8166,"69,800",2020,38,2024,8,24
송도풍림아이원1단지,송도동,84.7167,"54,800",2005,1,2024,8,21
윤성,선학동,59.86,"20,600",1995,11,2024,8,27
랜드마크시티센트럴더샵,송도동,95.8548,"72,000",2020,20,2024,8,3
송도오션파크베르디움,송도동,75.9833,"61,500",2020,18,2024,8,27
랜드마크시티센트럴더샵,송도동,84.9999,"70,800",2020,33,2024,8,28
우성2,연수동,59.59,"34,650",1994,3,2024,8,12
송도풍림아이원1단지,송도동,84.7167,"57,850",2005,17,2024,8,31
더샵그린스퀘어,송도동,98.2428,"82,700",2014,36,2024,8,20
송도오션파크베르디움,송도동,84.847,"65,000",2020,38,2024,8,16
태산,연수동,84.56,"36,000",1993,2,2024,8,31
더샵그린워크1차,송도동,72.5113,"72,000",2014,24,2024,8,31
송도SKVIEW,송도동,84.6932,"72,000",2019,15,2024,8,16
연수주공2차,연수동,49.94,"20,500",1992,2,2024,8,24
우성2,연수동,84.78,"42,000",1994,10,2024,8,28
송도SKVIEW,송도동,84.6541,"73,000",2019,33,2024,8,22
송도풍림아이원3단지,송도동,84.94,"57,000",2005,12,2024,8,26
힐스테이트레이크송도2차,송도동,84.96,"65,000",2020,1,2024,8,30
송도더샵센트럴시티,송도동,59.97,"63,800",2018,39,2024,8,20
랜드마크시티센트럴더샵,송도동,84.9999,"66,000",2020,15,2024,8,31
우성1,연수동,101.97,"44,700",1994,17,2024,8,20
더샵그린워크2차,송도동,74.8873,"67,000",2014,16,2024,8,30
솔밭마을아파트,연수동,49.56,"19,800",1993,5,2024,8,31
대림,동춘동,101.7,"47,500",1993,11,2024,8,21
롯데캐슬,송도동,131.5706,"106,500",2012,27,2024,8,22
롯데캐슬캠퍼스타운,송도동,84.578,"76,000",2016,16,2024,8,26
송도푸르지오월드마크8단지,송도동,127.051,"72,000",2010,11,2024,8,31
송도에듀포레푸르지오,송도동,59.941,"60,000",2016,4,2024,8,7
송도한진해모로,송도동,123.1909,"75,000",2006,2,2024,8,20
송도더샵센트럴시티,송도동,84.97,"82,500",2018,11,2024,8,27
송도에듀포레푸르지오,송도동,59.941,"60,000",2016,4,2024,8,7
우성2,연수동,59.59,"33,600",1994,20,2024,8,26
대동,선학동,84.06,"27,700",1992,8,2024,8,19
더샵송도마리나베이,송도동,74.8994,"59,500",2020,5,2024,8,30
연수주공2차,연수동,49.94,"19,700",1992,7,2024,8,31
"태산,대진.정광아파트",선학동,64.38,"21,500",1991,2,2024,8,29
연수대우.삼환,동춘동,102,"48,900",1994,18,2024,8,31
송도더샵센트럴시티,송도동,84.97,"84,500",2018,31,2024,8,26
"승기마을,연수1차시영",연수동,26.82,"12,000",1992,5,2024,8,13
더샵퍼스트월드,송도동,116.125,"95,000",2009,43,2024,8,24
솔밭마을아파트,연수동,49.56,"21,800",1993,8,2024,8,31
연수주공2차,연수동,49.94,"18,000",1992,1,2024,8,29
"승기마을,연수1차시영",연수동,26.82,"12,000",1992,8,2024,8,13
랜드마크시티센트럴더샵,송도동,84.9999,"65,000",2020,24,2024,8,31
우성,옥련동,84.692,"31,800",1996,6,2024,8,15
"승기마을,연수1차시영",연수동,44.22,"20,000",1992,12,2024,8,21
대동,선학동,84.06,"27,700",1992,8,2024,8,19
한양2,동춘동,68.36,"35,500",1994,5,2024,8,26
"승기마을,연수1차시영",연수동,26.82,"12,800",1992,6,2024,8,30
풍림,옥련동,44.4,"20,000",1998,12,2024,8,27
현대5,옥련동,59.985,"25,000",1997,4,2024,8,17
건영,동춘동,84.945,"34,500",1994,5,2024,8,23
송도더샵하버뷰(D15),송도동,114.7704,"117,800",2012,4,2024,8,16
삼성,옥련동,84.97,"33,000",1996,13,2024,8,24
송도글로벌파크베르디움,송도동,84.9359,"87,000",2017,9,2024,8,16
송도더샵센트럴시티,송도동,59.97,"63,100",2018,22,2024,8,24
송도아메리칸타운아이파크,송도동,72.517,"71,000",2018,20,2024,8,30
글로벌캠퍼스푸르지오,송도동,94.98,"76,500",2013,11,2024,8,10
아이파크송도,송도동,101.8545,"81,000",2005,5,2024,8,28
송도SKVIEW,송도동,84.6541,"77,800",2019,29,2024,8,24
송도오션파크베르디움,송도동,75.9833,"60,600",2020,12,2024,8,17
송도파크레인동일하이빌,동춘동,74.2443,"46,700",2019,1,2024,8,22
송도더샵마스터뷰22BL,송도동,84.92,"83,000",2015,26,2024,8,19
송도풍림아이원6단지,송도동,130.5791,"62,000",2005,2,2024,8,16
더샵그린워크2차,송도동,84.3408,"80,500",2014,18,2024,8,17
주공3,연수동,44.66,"18,300",1993,14,2024,8,22
더샵송도마리나베이,송도동,74.9894,"63,000",2020,16,2024,8,28
송도아트윈푸르지오,송도동,84.98,"78,500",2015,32,2024,8,27
더샵그린워크1차,송도동,84.8682,"79,000",2014,26,2024,8,28
랜드마크시티센트럴더샵,송도동,84.9999,"65,000",2020,24,2024,8,31
베르디움더퍼스트,송도동,84.993,"75,200",2017,24,2024,8,21
송도파크자이,동춘동,76.7563,"48,500",2019,2,2024,8,26
현대4,옥련동,84.6,"34,800",1997,3,2024,8,15
랜드마크시티센트럴더샵,송도동,84.9999,"66,000",2020,29,2024,8,31
글로벌캠퍼스푸르지오,송도동,84.98,"76,200",2013,16,2024,8,28
힐스테이트레이크송도2차,송도동,84.96,"80,000",2020,13,2024,8,17
힐스테이트레이크송도1차,송도동,99.59,"80,000",2019,17,2024,8,28
송도SKVIEW,송도동,84.6541,"74,000",2019,13,2024,8,22
글로벌캠퍼스푸르지오,송도동,84.98,"76,200",2013,16,2024,8,28
우성2,연수동,59.59,"34,900",1994,15,2024,8,28
솔밭마을아파트,연수동,49.56,"21,000",1993,8,2024,8,22
송도오션파크베르디움,송도동,75.9833,"63,200",2020,33,2024,8,31
e편한세상송도,송도동,84.4163,"65,500",2018,4,2024,8,23
송도SKVIEW,송도동,84.6541,"74,200",2019,15,2024,8,20
대림,동춘동,101.7,"47,500",1993,11,2024,8,21
송도파크레인동일하이빌,동춘동,84.9044,"57,000",2019,13,2024,8,28
연수서해그랑블1단지,동춘동,84.98,"55,500",2017,11,2024,8,29
e편한세상송도,송도동,84.4163,"72,000",2018,27,2024,8,27
송도파크레인동일하이빌,동춘동,66.947,"45,000",2019,13,2024,8,22
송도파크레인동일하이빌,동춘동,84.9948,"52,500",2019,30,2024,8,17
럭키송도,옥련동,84.765,"30,000",1993,2,2024,8,14
송도파크자이,동춘동,84.8904,"55,200",2019,6,2024,8,22
현대2차아파트,옥련동,59.985,"24,300",1995,1,2024,8,24
대림3,동춘동,53.01,"21,500",1993,2,2024,8,27
래미안,동춘동,95.76,"41,500",1993,10,2024,8,28
솔밭마을아파트,연수동,49.56,"22,500",1993,10,2024,8,20
송도더샵마스터뷰22BL,송도동,84.92,"81,000",2015,10,2024,8,26
송도더샵퍼스트파크F15BL,송도동,68.96,"84,000",2017,26,2024,8,31
e편한세상송도,송도동,70.2331,"55,250",2018,14,2024,8,27
e편한세상송도,송도동,84.2538,"67,900",2018,33,2024,8,16
e편한세상송도,송도동,70.5618,"45,000",2018,30,2024,8,15
e편한세상송도,송도동,70.3826,"55,900",2018,25,2024,8,15
e편한세상송도,송도동,70.3826,"54,900",2018,14,2024,8,30
더샵그린워크1차,송도동,84.8682,"79,000",2014,26,2024,8,28
옥련2우성,옥련동,78.834,"35,850",2002,4,2024,8,22
인천연수서해그랑블3단지,동춘동,59.9628,"39,000",2019,1,2024,8,30
송도한진해모로,송도동,188.8443,"121,000",2006,7,2024,8,23
솔밭마을아파트,연수동,49.56,"21,000",1993,3,2024,8,14
랜드마크시티센트럴더샵,송도동,84.8166,"67,800",2020,22,2024,8,12
유천,연수동,84.87,"30,000",1993,2,2024,8,22
e편한세상송도,송도동,84.4163,"66,000",2018,15,2024,8,31
하나타운1,청학동,59.79,"27,200",1995,15,2024,8,18
풍림1,연수동,69.74,"31,000",1992,10,2024,8,31
용담마을,청학동,49.995,"21,000",1994,5,2024,8,28
주공3,연수동,44.66,"18,000",1993,2,2024,8,17
송도더샵센트럴시티,송도동,72.99,"72,000",2018,18,2024,8,22
유천,연수동,84.87,"32,500",1993,12,2024,8,12
유천,연수동,84.87,"34,500",1993,8,2024,8,14
하나타운1,청학동,59.79,"24,500",1995,1,2024,8,23
연수서해그랑블1단지,동춘동,70.75,"44,500",2017,7,2024,8,21
e편한세상송도,송도동,70.5618,"56,500",2018,18,2024,8,22
더샵송도마리나베이,송도동,84.916,"62,000",2020,15,2024,8,20
연수대우.삼환,동춘동,90.18,"38,900",1994,2,2024,8,15
한양2,동춘동,84.97,"42,800",1994,4,2024,8,31
연수대우.삼환,동춘동,90.18,"44,000",1994,10,2024,8,17
베르디움더퍼스트,송도동,63.9487,"59,300",2017,6,2024,8,20
송도SK뷰센트럴,송도동,84.6566,"83,000",2020,24,2024,8,30
송도SKVIEW,송도동,84.6541,"70,500",2019,3,2024,8,9
힐스테이트레이크송도2차,송도동,84.96,"70,000",2020,7,2024,8,10
대우3,동춘동,99.09,"33,500",1993,1,2024,8,21
동남,동춘동,52.14,"21,000",1994,15,2024,8,31
송도더샵센트럴시티,송도동,84.97,"84,500",2018,43,2024,8,16
연수서해그랑블1단지,동춘동,70.75,"44,000",2017,12,2024,8,27
하나타운2,동춘동,99.42,"40,000",1994,4,2024,8,24
송도아메리칸타운아이파크,송도동,64.168,"64,000",2018,42,2024,8,15
송도더샵퍼스트파크F13-1BL,송도동,68.72,"84,800",2017,42,2024,8,16
동남,동춘동,52.14,"22,500",1994,12,2024,8,22
동남,동춘동,52.14,"23,000",1994,12,2024,8,31
송도더샵퍼스트파크F15BL,송도동,84.9,"119,000",2017,27,2024,8,21
송도더샵퍼스트파크F14BL,송도동,68.96,"86,900",2017,28,2024,8,26
송도더샵그린애비뉴8단지,송도동,101.8106,"88,800",2012,8,2024,8,10
더샵송도마리나베이,송도동,84.2262,"72,700",2020,14,2024,8,17
태산,연수동,84.56,"35,300",1993,5,2024,8,6
동남,동춘동,52.14,"20,000",1994,2,2024,8,29
송도아메리칸타운아이파크,송도동,72.517,"74,000",2018,29,2024,8,23
하나타운2,동춘동,99.42,"42,000",1994,2,2024,8,23
송도풍림아이원6단지,송도동,130.5791,"73,000",2005,2,2024,8,19
송도더샵센트럴시티,송도동,72.99,"73,000",2018,26,2024,8,12
아주1,옥련동,29.7,"15,000",1997,5,2024,8,27
e편한세상송도,송도동,70.2331,"55,800",2018,31,2024,8,16
송도풍림아이원1단지,송도동,84.7167,"55,000",2005,3,2024,8,18
송도풍림아이원1단지,송도동,84.7167,"60,000",2005,18,2024,8,17
송도풍림아이원1단지,송도동,84.7167,"55,500",2005,6,2024,8,23
송도더샵하버뷰(D15),송도동,84.919,"84,500",2012,7,2024,8,30
e편한세상송도,송도동,70.5618,"56,700",2018,13,2024,8,13
"승기마을,연수1차시영",연수동,50.67,"19,500",1992,1,2024,8,16
풍림2,동춘동,84.22,"43,100",1993,5,2024,8,27
송도더샵그린워크3차(18-1블럭),송도동,84.89,"75,700",2015,3,2024,8,7
주공3,연수동,44.66,"16,800",1993,11,2024,8,25
송도더샵그린워크3차(18-1블럭),송도동,115.14,"110,000",2015,10,2024,8,31
송도오션파크베르디움,송도동,84.795,"65,000",2020,8,2024,8,22
동남,동춘동,52.14,"21,400",1994,15,2024,8,3
롯데캐슬캠퍼스타운,송도동,59.9715,"65,000",2016,26,2024,8,19
성일,연수동,59.75,"23,800",1994,9,2024,8,31
송도더샵센트럴시티,송도동,59.97,"63,600",2018,14,2024,8,15
송도더샵퍼스트파크F15BL,송도동,84.9,"114,000",2017,15,2024,8,30
더샵퍼스트월드,송도동,84.898,"79,650",2009,24,2024,8,19
현대2차아파트,옥련동,84.6,"39,500",1995,10,2024,8,24
우성1,연수동,133.623,"51,800",1994,10,2024,8,26
우성1,연수동,101.97,"45,000",1994,5,2024,8,20
랜드마크시티센트럴더샵,송도동,84.9999,"63,500",2020,3,2024,8,4
송도SKVIEW,송도동,84.8146,"70,000",2019,2,2024,8,17
호반써밋송도,송도동,84.8714,"70,500",2023,39,2024,8,24
송도자이하버뷰1단지,송도동,116.82,"115,000",2011,14,2024,8,6
쌍용,옥련동,124.53,"42,500",1998,8,2024,8,19
더샵센트럴파크2,송도동,146.5057,"210,000",2011,17,2024,8,3
베르디움더퍼스트,송도동,74.5812,"65,800",2017,32,2024,8,20
송도파크레인동일하이빌,동춘동,66.947,"47,000",2019,20,2024,8,16
건영,동춘동,84.945,"35,000",1994,4,2024,8,28
동남,동춘동,52.14,"23,800",1994,10,2024,8,24
태평,옥련동,84.74,"29,500",1997,9,2024,8,28
송도SKVIEW,송도동,84.6541,"70,300",2019,21,2024,8,20
송도더샵센트럴시티,송도동,84.97,"83,000",2018,30,2024,8,14
송도글로벌파크베르디움,송도동,63.9721,"71,000",2017,22,2024,8,15
송도오션파크베르디움,송도동,84.795,"64,000",2020,34,2024,8,30
송도더샵퍼스트파크F15BL,송도동,95.81,"133,500",2017,21,2024,8,28
럭키송도,옥련동,84.765,"29,800",1993,16,2024,8,22
래미안,동춘동,95.76,"40,000",1993,4,2024,8,6
베르디움더퍼스트,송도동,63.9487,"64,000",2017,19,2024,8,8
송도아트윈푸르지오,송도동,114.95,"105,000",2015,14,2024,8,3
더샵송도프라임뷰20BL,송도동,70.92,"82,000",2022,19,2024,8,7
송도웰카운티3단지,송도동,84.91,"78,000",2010,20,2024,8,3
송도풍림아이원1단지,송도동,84.7167,"56,800",2005,4,2024,8,24
베르디움더퍼스트,송도동,74.9413,"61,000",2017,1,2024,8,28
송도에듀포레푸르지오,송도동,105.919,"86,800",2016,19,2024,8,10
대림,동춘동,101.7,"47,000",1993,6,2024,8,29
시대,청학동,49.585,"24,000",1994,3,2024,8,11
송도파크레인동일하이빌,동춘동,74.2443,"49,000",2019,18,2024,8,23
송도자이하버뷰1단지,송도동,135.661,"158,000",2011,20,2024,8,21
더샵송도마리나베이,송도동,84.916,"83,000",2020,31,2024,8,30
경남,연수동,70.28,"31,000",1993,4,2024,8,28
송도풍림아이원2단지,송도동,84.96,"61,700",2005,14,2024,8,22
베르디움더퍼스트,송도동,63.9487,"60,000",2017,22,2024,8,28
백산,옥련동,59.76,"17,900",1994,8,2024,8,17
랜드마크시티센트럴더샵,송도동,84.8166,"69,900",2020,42,2024,8,25
현대4,옥련동,59.985,"28,700",1997,13,2024,8,24
더샵그린워크1차,송도동,84.3408,"80,000",2014,8,2024,8,22
롯데캐슬,송도동,110.253,"85,000",2012,27,2024,8,15
송도SKVIEW,송도동,84.8146,"77,500",2019,18,2024,8,15
송도SKVIEW,송도동,84.9753,"71,000",2019,5,2024,8,18
송도더샵그린워크3차(17-1블럭),송도동,69.91,"68,000",2015,10,2024,8,22
송도더샵센트럴시티,송도동,84.97,"85,000",2018,29,2024,8,9
e편한세상송도,송도동,70.5618,"59,000",2018,27,2024,8,8
백산2,옥련동,84.8,"26,500",1997,19,2024,8,20
연수대우.삼환,동춘동,102,"35,000",1994,7,2024,8,28
베르디움더퍼스트,송도동,63.9487,"59,900",2017,26,2024,8,26
우성1,연수동,133.623,"53,000",1994,19,2024,8,17
베르디움더퍼스트,송도동,113.8722,"80,000",2017,10,2024,8,20
더샵퍼스트월드,송도동,105.469,"105,000",2009,11,2024,8,19
송도금호어울림,송도동,84.89,"56,000",2005,5,2024,8,12
더샵그린스퀘어,송도동,84.8669,"77,700",2014,5,2024,8,23
더샵송도마리나베이,송도동,84.4546,"65,000",2020,15,2024,8,2
송도글로벌파크베르디움,송도동,84.9359,"88,500",2017,15,2024,8,22
더샵그린스퀘어,송도동,84.8669,"80,000",2014,36,2024,8,24
더샵송도마리나베이,송도동,84.7583,"61,800",2020,21,2024,8,3
럭키송도,옥련동,101.49,"36,000",1993,10,2024,8,21
현대,청학동,138.65,"37,500",2000,3,2024,8,19
더샵송도마리나베이,송도동,84.916,"63,800",2020,3,2024,8,16
송도더샵파크애비뉴,송도동,59.94,"83,000",2018,26,2024,8,13
뉴서울,선학동,84.53,"33,000",1992,15,2024,8,15
송도더샵그린워크3차(18-1블럭),송도동,84.72,"82,000",2015,7,2024,8,21
e편한세상송도,송도동,84.2538,"66,000",2018,11,2024,8,27
송도캐슬&해모로,송도동,84.4691,"64,000",2013,16,2024,8,25
송도더샵마스터뷰21BL,송도동,84.92,"83,000",2015,25,2024,8,23
더샵센트럴파크2,송도동,146.5057,"210,000",2011,17,2024,8,3
송도글로벌파크베르디움,송도동,63.9721,"70,500",2017,29,2024,8,16
랜드마크시티센트럴더샵,송도동,84.7966,"64,500",2020,26,2024,8,7
베르디움더퍼스트,송도동,63.9487,"60,000",2017,5,2024,8,6
연수주공2차,연수동,49.94,"18,800",1992,1,2024,8,26
경남,연수동,84.935,"39,000",1993,9,2024,8,24
무지개마을,동춘동,59.76,"30,800",1995,2,2024,8,16
풍림2,동춘동,45.36,"25,900",1993,3,2024,8,27
e편한세상송도,송도동,84.4163,"67,900",2018,29,2024,8,10
더샵센트럴파크1,송도동,152.6784,"201,000",2010,41,2024,8,15
삼성,옥련동,59.98,"24,500",1996,16,2024,8,15
더샵그린스퀘어,송도동,115.7688,"92,500",2014,9,2024,8,9
연수대우.삼환,동춘동,90.18,"41,000",1994,19,2024,8,20
더샵그린워크1차,송도동,84.8682,"81,000",2014,24,2024,8,10
송도아메리칸타운아이파크,송도동,84.4661,"85,000",2018,25,2024,8,9
서해,옥련동,59.885,"22,000",1995,5,2024,8,20
송도더샵센트럴시티,송도동,59.97,"64,000",2018,7,2024,8,9
송도자이하버뷰1단지,송도동,116.82,"115,000",2011,14,2024,8,9
송도더샵센트럴시티,송도동,72.99,"72,800",2018,25,2024,8,9
"승기마을,연수1차시영",연수동,26.82,"12,800",1992,11,2024,8,21
한양2,동춘동,68.36,"38,800",1994,2,2024,8,15
더샵송도마리나베이,송도동,84.916,"71,300",2020,29,2024,8,23
롯데캐슬,송도동,110.7602,"85,250",2012,27,2024,8,14
현대4,옥련동,84.6,"32,000",1997,9,2024,8,1
현대4,옥련동,84.6,"32,000",1997,9,2024,8,1
주공3,연수동,44.66,"16,600",1993,4,2024,8,5
