아파트,법정동,전용면적,거래금액,건축년도,층,거래년,거래월,거래일,거래금액_숫자,전용면적_숫자,층_숫자,건축년도_숫자,평수,평당가격,건물연령,거래일자
동남,동춘동,52.14,"22,000",1994,13,2024,6,18,22000.0,52.14,13,1994,15.77235,1394.846043867908,30,2024-06-18
풍림3,동춘동,84.3,"32,000",1993,4,2024,6,22,32000.0,84.3,4,1993,25.50075,1254.8650529886377,31,2024-06-22
하나타운1,청학동,59.79,"22,500",1995,1,2024,6,15,22500.0,59.79,1,1995,18.086475,1244.023503750731,29,2024-06-15
베르디움더퍼스트,송도동,63.9487,"56,500",2017,3,2024,6,21,56500.0,63.9487,3,2017,19.34448175,2920.7295770536734,7,2024-06-21
동춘마을,동춘동,59.3,"24,200",1994,1,2024,6,12,24200.0,59.3,1,1994,17.93825,1349.0725126475547,30,2024-06-12
랜드마크시티센트럴더샵,송도동,84.9999,"69,000",2020,17,2024,6,2,69000.0,84.9999,17,2020,25.712469749999997,2683.522845952984,4,2024-06-02
베르디움더퍼스트,송도동,63.9487,"59,900",2017,16,2024,6,21,59900.0,63.9487,16,2017,19.34448175,3096.4902949648676,7,2024-06-21
롯데캐슬캠퍼스타운,송도동,59.9715,"61,000",2016,11,2024,6,7,61000.0,59.9715,11,2016,18.141378749999998,3362.4787200917685,8,2024-06-07
동남,동춘동,52.14,"22,800",1994,12,2024,6,21,22800.0,52.14,12,1994,15.77235,1445.5677181903775,30,2024-06-21
베르디움더퍼스트,송도동,63.9487,"58,500",2017,24,2024,6,1,58500.0,63.9487,24,2017,19.34448175,3024.1182346484934,7,2024-06-01
서해,옥련동,59.885,"21,000",1995,12,2024,6,8,21000.0,59.885,12,1995,18.1152125,1159.246682863919,29,2024-06-08
태평,옥련동,120.288,"36,000",1997,20,2024,6,20,36000.0,120.288,20,1997,36.387119999999996,989.3610706205933,27,2024-06-20
베르디움더퍼스트,송도동,63.9487,"59,800",2017,31,2024,6,6,59800.0,63.9487,31,2017,19.34448175,3091.320862085127,7,2024-06-06
송도풍림아이원2단지,송도동,84.94,"37,000",2005,1,2024,6,3,37000.0,84.94,1,2005,25.69435,1440.0052929924284,19,2024-06-03
랜드마크시티센트럴더샵,송도동,84.9999,"63,500",2020,6,2024,6,18,63500.0,84.9999,6,2020,25.712469749999997,2469.618850985717,4,2024-06-18
연수주공2차,연수동,49.94,"20,500",1992,9,2024,6,5,20500.0,49.94,9,1992,15.10685,1357.0003011878719,32,2024-06-05
래미안,동춘동,95.76,"36,800",1993,15,2024,6,18,36800.0,95.76,15,1993,28.9674,1270.3936148912226,31,2024-06-18
e편한세상송도,송도동,70.2331,"55,500",2018,15,2024,6,12,55500.0,70.2331,15,2018,21.245512749999996,2612.316334892883,6,2024-06-12
아주1,옥련동,29.7,"13,400",1997,6,2024,6,5,13400.0,29.7,6,1997,8.98425,1491.4990121601693,27,2024-06-05
글로벌캠퍼스푸르지오,송도동,84.98,"73,000",2013,30,2024,6,15,73000.0,84.98,30,2013,25.70645,2839.7542251069285,11,2024-06-15
세경,연수동,51.75,"24,400",1997,9,2024,6,6,24400.0,51.75,9,1997,15.654375,1558.6697009621912,27,2024-06-06
더샵퍼스트월드,송도동,123.02,"89,000",2009,12,2024,6,21,89000.0,123.02,12,2009,37.21355,2391.60198368605,15,2024-06-21
태평1,동춘동,109.1,"37,800",1992,3,2024,6,17,37800.0,109.1,3,1992,33.00275,1145.3590988629735,32,2024-06-17
송도자이하버뷰2단지,송도동,94.477,"79,000",2011,17,2024,6,15,79000.0,94.477,17,2011,28.5792925,2764.2391777193225,13,2024-06-15
"승기마을,연수1차시영",연수동,44.22,"17,250",1992,7,2024,6,10,17250.0,44.22,7,1992,13.37655,1289.570180651962,32,2024-06-10
랜드마크시티센트럴더샵,송도동,95.8548,"75,000",2020,33,2024,6,1,75000.0,95.8548,33,2020,28.996077,2586.5567952519923,4,2024-06-01
힐스테이트레이크송도2차,송도동,84.96,"71,300",2020,5,2024,6,3,71300.0,84.96,5,2020,25.7004,2774.2758867566267,4,2024-06-03
송도글로벌파크베르디움,송도동,63.9721,"70,000",2017,24,2024,6,11,70000.0,63.9721,24,2017,19.35156025,3617.2793870716446,7,2024-06-11
송도풍림아이원1단지,송도동,84.7167,"57,200",2005,9,2024,6,19,57200.0,84.7167,9,2005,25.62680175,2232.038182447016,19,2024-06-19
럭키송도,옥련동,84.765,"32,200",1993,12,2024,6,7,32200.0,84.765,12,1993,25.641412499999998,1255.781053403357,31,2024-06-07
아이파크송도,송도동,101.617,"72,500",2005,9,2024,6,15,72500.0,101.617,9,2005,30.7391425,2358.5563585581476,19,2024-06-15
송도풍림아이원2단지,송도동,84.94,"56,500",2005,12,2024,6,20,56500.0,84.94,12,2005,25.69435,2198.927001461411,19,2024-06-20
송도아트윈푸르지오,송도동,114.95,"115,300",2015,22,2024,6,12,115300.0,114.95,22,2015,34.772375,3315.8505854144278,9,2024-06-12
시대,청학동,49.585,"23,800",1994,11,2024,6,8,23800.0,49.585,11,1994,14.9994625,1586.7235242596194,30,2024-06-08
송도더샵센트럴시티,송도동,59.97,"60,000",2018,35,2024,6,14,60000.0,59.97,35,2018,18.140925,3307.4388433886365,6,2024-06-14
풍림1,연수동,84.96,"36,000",1992,13,2024,6,3,36000.0,84.96,13,1992,25.7004,1400.7564084605688,32,2024-06-03
시대,청학동,49.585,"21,800",1994,2,2024,6,7,21800.0,49.585,2,1994,14.9994625,1453.3854129772983,30,2024-06-07
송도더샵그린애비뉴8단지,송도동,84.992,"82,700",2012,10,2024,6,13,82700.0,84.992,10,2012,25.71008,3216.6372099970126,12,2024-06-13
송도더샵센트럴시티,송도동,84.97,"80,500",2018,11,2024,6,6,80500.0,84.97,11,2018,25.703425,3131.8783391707525,6,2024-06-06
대림,동춘동,101.7,"44,000",1993,3,2024,6,10,44000.0,101.7,3,1993,30.76425,1430.231518727094,31,2024-06-10
건영,동춘동,84.945,"33,500",1994,5,2024,6,6,33500.0,84.945,5,1994,25.695862499999997,1303.7118329847851,30,2024-06-06
하나타운2,동춘동,99.42,"38,000",1994,3,2024,6,6,38000.0,99.42,3,1994,30.07455,1263.5268025622995,30,2024-06-06
무지개마을,동춘동,59.76,"29,000",1995,2,2024,6,16,29000.0,59.76,2,1995,18.077399999999997,1604.2129952316154,29,2024-06-16
송도글로벌파크베르디움,송도동,63.9721,"68,700",2017,25,2024,6,6,68700.0,63.9721,25,2017,19.35156025,3550.101341311743,7,2024-06-06
우성1,연수동,160.03,"58,000",1994,3,2024,6,10,58000.0,160.03,3,1994,48.409075,1198.1224594768646,30,2024-06-10
송도더샵센트럴시티,송도동,59.97,"62,000",2018,13,2024,6,15,62000.0,59.97,13,2018,18.140925,3417.6868048349243,6,2024-06-15
한양1,동춘동,133.44,"55,000",1994,1,2024,6,17,55000.0,133.44,1,1994,40.3656,1362.5463265751034,30,2024-06-17
송도캐슬&해모로,송도동,84.637,"58,000",2013,3,2024,6,15,58000.0,84.637,3,2013,25.6026925,2265.386736180189,11,2024-06-15
더샵그린워크1차,송도동,72.5113,"67,000",2014,5,2024,6,18,67000.0,72.5113,5,2014,21.93466825,3054.525340268139,10,2024-06-18
베르디움더퍼스트,송도동,63.9487,"58,000",2017,4,2024,6,13,58000.0,63.9487,4,2017,19.34448175,2998.2710702497884,7,2024-06-13
우성,옥련동,84.692,"33,000",1996,6,2024,6,5,33000.0,84.692,6,1996,25.619329999999998,1288.089891499895,28,2024-06-05
롯데캐슬캠퍼스타운,송도동,84.578,"75,000",2016,29,2024,6,9,75000.0,84.578,29,2016,25.584845,2931.4228794428886,8,2024-06-09
무지개마을,동춘동,59.76,"30,400",1995,10,2024,6,18,30400.0,59.76,10,1995,18.077399999999997,1681.657760518659,29,2024-06-18
송도SKVIEW,송도동,84.6541,"73,400",2019,26,2024,6,13,73400.0,84.6541,26,2019,25.60786525,2866.306866403087,5,2024-06-13
송도아트윈푸르지오,송도동,114.95,"85,000",2015,43,2024,6,17,85000.0,114.95,43,2015,34.772375,2444.46920867499,9,2024-06-17
스위트리아송도,송도동,49.5896,"30,500",2017,10,2024,6,13,30500.0,49.5896,10,2017,15.000853999999999,2033.2175754793695,7,2024-06-13
랜드마크시티센트럴더샵,송도동,84.7966,"62,000",2020,10,2024,6,18,62000.0,84.7966,10,2020,25.650971499999997,2417.062449272146,4,2024-06-18
아주,동춘동,84.78,"28,000",1994,1,2024,6,18,28000.0,84.78,1,1994,25.64595,1091.7903216687237,30,2024-06-18
인천연수서해그랑블3단지,동춘동,59.9628,"37,800",2019,3,2024,6,6,37800.0,59.9628,3,2019,18.138747,2083.9366688338505,5,2024-06-06
송도풍림아이원1단지,송도동,84.7167,"64,500",2005,10,2024,6,1,64500.0,84.7167,10,2005,25.62680175,2516.896202234834,19,2024-06-01
더샵송도마리나베이,송도동,84.9766,"60,000",2020,1,2024,6,8,60000.0,84.9766,1,2020,25.7054215,2334.1379560728074,4,2024-06-08
더샵송도마리나베이,송도동,84.9766,"60,000",2020,1,2024,6,8,60000.0,84.9766,1,2020,25.7054215,2334.1379560728074,4,2024-06-08
랜드마크시티센트럴더샵,송도동,84.9999,"60,000",2020,29,2024,6,18,60000.0,84.9999,29,2020,25.712469749999997,2333.4981269156383,4,2024-06-18
송도풍림아이원1단지,송도동,84.7167,"56,000",2005,2,2024,6,18,56000.0,84.7167,2,2005,25.62680175,2185.212206591484,19,2024-06-18
조흥,동춘동,97.68,"29,000",1997,4,2024,6,3,29000.0,97.68,4,1997,29.5482,981.4472624389979,27,2024-06-03
무지개마을,동춘동,84.965,"41,500",1995,7,2024,6,6,41500.0,84.965,7,1995,25.7019125,1614.6658346922627,29,2024-06-06
송도금호어울림,송도동,84.89,"57,000",2005,2,2024,6,13,57000.0,84.89,2,2005,25.679225,2219.6931566275853,19,2024-06-13
송도파크레인동일하이빌,동춘동,84.9948,"50,700",2019,18,2024,6,7,50700.0,84.9948,18,2019,25.710926999999998,1971.9242328368791,5,2024-06-07
우성2,연수동,59.59,"35,000",1994,9,2024,6,15,35000.0,59.59,9,1994,18.025975,1941.6425463809865,30,2024-06-15
더샵그린워크1차,송도동,84.8682,"76,000",2014,10,2024,6,3,76000.0,84.8682,10,2014,25.6726305,2960.351102314973,10,2024-06-03
랜드마크시티센트럴더샵,송도동,84.9999,"65,000",2020,4,2024,6,1,65000.0,84.9999,4,2020,25.712469749999997,2527.956304158608,4,2024-06-01
인천송도힐스테이트5단지,송도동,142.1275,"84,700",2011,10,2024,6,11,84700.0,142.1275,10,2011,42.99356875,1970.0620921355824,13,2024-06-11
우성2,연수동,84.78,"42,800",1994,10,2024,6,15,42800.0,84.78,10,1994,25.64595,1668.8794916936204,30,2024-06-15
송도더샵퍼스트파크F14BL,송도동,68.72,"85,000",2017,30,2024,6,1,85000.0,68.72,30,2017,20.7878,4088.936780226864,7,2024-06-01
우성2,연수동,40.5,"17,400",1994,1,2024,6,14,17400.0,40.5,1,1994,12.251249999999999,1420.2632384450567,30,2024-06-14
우성,옥련동,84.692,"30,200",1996,15,2024,6,1,30200.0,84.692,15,1996,25.619329999999998,1178.7974158574796,28,2024-06-01
e편한세상송도,송도동,70.3826,"54,800",2018,31,2024,6,15,54800.0,70.3826,31,2018,21.290736499999998,2573.889353240552,6,2024-06-15
송도더샵마스터뷰23-1BL,송도동,84.98,"86,500",2015,8,2024,6,15,86500.0,84.98,8,2015,25.70645,3364.9142530376616,9,2024-06-15
더샵그린워크2차,송도동,84.3408,"75,750",2014,6,2024,6,12,75750.0,84.3408,6,2014,25.513092,2969.0638829664395,10,2024-06-12
연수대우.삼환,동춘동,90.18,"43,600",1994,13,2024,6,2,43600.0,90.18,13,1994,27.27945,1598.2726924479782,30,2024-06-02
롯데,동춘동,99.91,"42,000",1993,4,2024,6,6,42000.0,99.91,4,1993,30.222775,1389.6804644841516,31,2024-06-06
송도더샵센트럴시티,송도동,72.99,"69,500",2018,5,2024,6,5,69500.0,72.99,5,2018,22.079475,3147.7197714166664,6,2024-06-05
래미안,동춘동,95.76,"38,700",1993,2,2024,6,11,38700.0,95.76,2,1993,28.9674,1335.9845895731062,31,2024-06-11
송도글로벌파크베르디움,송도동,84.9359,"84,500",2017,31,2024,6,11,84500.0,84.9359,31,2017,25.69310975,3288.8194859324103,7,2024-06-11
송도아메리칸타운아이파크,송도동,72.517,"73,000",2018,37,2024,6,1,73000.0,72.517,37,2018,21.936392499999997,3327.8033295584046,6,2024-06-01
송도더샵센트럴시티,송도동,72.99,"74,500",2018,16,2024,6,10,74500.0,72.99,16,2018,22.079475,3374.174431230815,6,2024-06-10
자이(xi),동춘동,119.4,"45,000",1993,14,2024,6,15,45000.0,119.4,14,1993,36.1185,1245.8989160679432,31,2024-06-15
우성,옥련동,59.929,"26,000",1996,17,2024,6,3,26000.0,59.929,17,1996,18.1285225,1434.2040284860502,28,2024-06-03
동남,동춘동,52.14,"21,500",1994,14,2024,6,16,21500.0,52.14,14,1994,15.77235,1363.1449974163647,30,2024-06-16
백산,옥련동,84.99,"24,000",1994,10,2024,6,1,24000.0,84.99,10,1994,25.709474999999998,933.5079771173858,30,2024-06-01
건영,동춘동,84.945,"26,000",1994,1,2024,6,12,26000.0,84.945,1,1994,25.695862499999997,1011.8360494807288,30,2024-06-12
송도풍림아이원1단지,송도동,84.7167,"57,700",2005,14,2024,6,15,57700.0,84.7167,14,2005,25.62680175,2251.549005720154,19,2024-06-15
용담마을,청학동,49.995,"23,000",1994,4,2024,6,12,23000.0,49.995,4,1994,15.1234875,1520.8132383486284,30,2024-06-12
송도더샵그린워크3차(18-1블럭),송도동,84.73,"74,500",2015,32,2024,6,11,74500.0,84.73,32,2015,25.630825,2906.6563405586826,9,2024-06-11
풍림1,연수동,84.81,"31,000",1992,2,2024,6,14,31000.0,84.81,2,1992,25.655025,1208.340276417583,32,2024-06-14
송도더샵센트럴시티,송도동,59.99,"60,000",2018,24,2024,6,9,60000.0,59.99,24,2018,18.146975,3306.3361799969416,6,2024-06-09
롯데캐슬캠퍼스타운,송도동,59.9715,"63,000",2016,45,2024,6,2,63000.0,59.9715,45,2016,18.141378749999998,3472.7239240292038,8,2024-06-02
솔밭마을아파트,연수동,49.56,"22,700",1993,13,2024,6,11,22700.0,49.56,13,1993,14.991900000000001,1514.1509748597575,31,2024-06-11
송도풍림아이원2단지,송도동,84.94,"55,000",2005,4,2024,6,4,55000.0,84.94,4,2005,25.69435,2140.548408502258,19,2024-06-04
송도더샵센트럴시티,송도동,59.99,"61,000",2018,2,2024,6,16,61000.0,59.99,2,2018,18.146975,3361.4417829968907,6,2024-06-16
솔밭마을아파트,연수동,49.56,"21,000",1993,4,2024,6,15,21000.0,49.56,4,1993,14.991900000000001,1400.7564084605685,31,2024-06-15
송도SKVIEW,송도동,84.6541,"74,000",2019,22,2024,6,6,74000.0,84.6541,22,2019,25.60786525,2889.73716776333,5,2024-06-06
송도더샵마스터뷰22BL,송도동,84.92,"81,800",2015,13,2024,6,14,81800.0,84.92,13,2015,25.688299999999998,3184.3290525258585,9,2024-06-14
송도더샵그린워크3차(18-1블럭),송도동,84.73,"75,900",2015,4,2024,6,6,75900.0,84.73,4,2015,25.630825,2961.2780704483757,9,2024-06-06
힐스테이트레이크송도2차,송도동,84.97,"70,000",2020,8,2024,6,12,70000.0,84.97,8,2020,25.703425,2723.3724688441325,4,2024-06-12
솔밭마을아파트,연수동,49.56,"19,950",1993,2,2024,6,6,19950.0,49.56,2,1993,14.991900000000001,1330.7185880375403,31,2024-06-06
우성2,연수동,84.78,"44,000",1994,11,2024,6,14,44000.0,84.78,11,1994,25.64595,1715.6705054794227,30,2024-06-14
연수주공2차,연수동,49.94,"18,400",1992,5,2024,6,14,18400.0,49.94,5,1992,15.10685,1217.9905142369191,32,2024-06-14
송도캐슬&해모로,송도동,84.4433,"60,000",2013,17,2024,6,12,60000.0,84.4433,17,2013,25.544098249999998,2348.8791584177375,11,2024-06-12
"승기마을,연수1차시영",연수동,50.67,"18,900",1992,2,2024,6,5,18900.0,50.67,2,1992,15.327675,1233.0637229716835,32,2024-06-05
송도SKVIEW,송도동,84.6541,"73,800",2019,20,2024,6,6,73800.0,84.6541,20,2019,25.60786525,2881.927067309916,5,2024-06-06
경남,연수동,84.935,"35,400",1993,5,2024,6,1,35400.0,84.935,5,1993,25.6928375,1377.8158990808236,31,2024-06-01
동남,동춘동,52.14,"22,450",1994,2,2024,6,13,22450.0,52.14,2,1994,15.77235,1423.3769856742972,30,2024-06-13
송도아메리칸타운아이파크,송도동,64.168,"63,000",2018,17,2024,6,7,63000.0,64.168,17,2018,19.41082,3245.6124985961437,6,2024-06-07
송도오션파크베르디움,송도동,84.795,"65,750",2020,6,2024,6,6,65750.0,84.795,6,2020,25.6504875,2563.3041087425727,4,2024-06-06
한국,옥련동,84.566,"31,400",1997,21,2024,6,14,31400.0,84.566,21,1997,25.581215,1227.4631990700989,27,2024-06-14
송도더샵퍼스트파크F13-1BL,송도동,84.9,"100,300",2017,13,2024,6,4,100300.0,84.9,13,2017,25.68225,3905.4210592919235,7,2024-06-04
송도더샵퍼스트파크F15BL,송도동,95.87,"119,500",2017,29,2024,6,6,119500.0,95.87,29,2017,29.000675,4120.593744800767,7,2024-06-06
송도더샵센트럴시티,송도동,84.97,"82,300",2018,7,2024,6,2,82300.0,84.97,7,2018,25.703425,3201.90791694103,6,2024-06-02
연수대우.삼환,동춘동,90.18,"39,800",1994,15,2024,6,4,39800.0,90.18,15,1994,27.27945,1458.973696317191,30,2024-06-04
동남,동춘동,52.14,"22,500",1994,3,2024,6,14,22500.0,52.14,3,1994,15.77235,1426.5470903194514,30,2024-06-14
"승기마을,연수1차시영",연수동,26.82,"11,900",1992,8,2024,6,9,11900.0,26.82,8,1992,8.11305,1466.7726687250788,32,2024-06-09
e편한세상송도,송도동,70.2331,"50,500",2018,3,2024,6,7,50500.0,70.2331,3,2018,21.245512749999996,2376.972520938569,6,2024-06-07
송도더샵퍼스트파크F13-1BL,송도동,68.72,"83,500",2017,16,2024,6,7,83500.0,68.72,16,2017,20.7878,4016.7790723405074,7,2024-06-07
태경,연수동,84.945,"27,000",1992,1,2024,6,14,27000.0,84.945,1,1992,25.695862499999997,1050.752820614603,32,2024-06-14
송도캐슬&해모로,송도동,84.4433,"60,000",2013,10,2024,6,10,60000.0,84.4433,10,2013,25.544098249999998,2348.8791584177375,11,2024-06-10
연수주공2차,연수동,41.3,"16,500",1992,14,2024,6,6,16500.0,41.3,14,1992,12.493249999999998,1320.713185119965,32,2024-06-06
서해그랑블포레스트,동춘동,59.8632,"39,600",2019,16,2024,6,13,39600.0,59.8632,16,2019,18.108618,2186.8040951551357,5,2024-06-13
송도더샵마스터뷰22BL,송도동,84.92,"81,000",2015,11,2024,6,1,81000.0,84.92,11,2015,25.688299999999998,3153.1864701050677,9,2024-06-01
현대2차아파트,옥련동,59.985,"24,605",1995,2,2024,6,13,24605.0,59.985,2,1995,18.1454625,1355.9863795149888,29,2024-06-13
힐스테이트레이크송도2차,송도동,84.97,"73,900",2020,35,2024,6,1,73900.0,84.97,35,2020,25.703425,2875.1032206797345,4,2024-06-01
동남,연수동,91.74,"34,000",1994,13,2024,6,6,34000.0,91.74,13,1994,27.75135,1225.1656225733163,30,2024-06-06
더샵센트럴파크2,송도동,146.9993,"132,900",2011,9,2024,6,12,132900.0,146.9993,9,2011,44.46728825,2988.713844046921,13,2024-06-12
한양2,동춘동,68.36,"34,700",1994,4,2024,6,6,34700.0,68.36,4,1994,20.6789,1678.0389672564788,30,2024-06-06
송도푸르지오하버뷰,송도동,127.1238,"115,000",2011,34,2024,6,7,115000.0,127.1238,34,2011,38.4549495,2990.512313635986,13,2024-06-07
송도오션파크베르디움,송도동,84.9128,"65,000",2020,24,2024,6,1,65000.0,84.9128,24,2020,25.686122,2530.549376040494,4,2024-06-01
럭키송도,옥련동,84.765,"31,500",1993,6,2024,6,11,31500.0,84.765,6,1993,25.641412499999998,1228.4814652858927,31,2024-06-11
연수대우.삼환,동춘동,90.18,"43,000",1994,16,2024,6,4,43000.0,90.18,16,1994,27.27945,1576.2781141115381,30,2024-06-04
솔밭마을아파트,연수동,49.56,"22,900",1993,14,2024,6,8,22900.0,49.56,14,1993,14.991900000000001,1527.4915120831915,31,2024-06-08
송도더샵그린애비뉴8단지,송도동,111.6523,"94,000",2012,13,2024,6,1,94000.0,111.6523,13,2012,33.774820749999996,2783.1383827551476,12,2024-06-01
글로벌캠퍼스푸르지오,송도동,115.98,"94,000",2013,13,2024,6,6,94000.0,115.98,13,2013,35.08395,2679.2878224943315,11,2024-06-06
한양2,동춘동,68.36,"37,000",1994,2,2024,6,7,37000.0,68.36,2,1994,20.6789,1789.2634521178593,30,2024-06-07
한양1,동춘동,101.9,"38,700",1994,2,2024,6,5,38700.0,101.9,2,1994,30.82475,1255.484634911881,30,2024-06-05
더샵센트럴파크2,송도동,146.9993,"132,900",2011,9,2024,6,10,132900.0,146.9993,9,2011,44.46728825,2988.713844046921,13,2024-06-10
태산,연수동,84.56,"35,600",1993,4,2024,6,3,35600.0,84.56,4,1993,25.5794,1391.7449197401033,31,2024-06-03
현대5,옥련동,59.985,"24,000",1997,2,2024,6,6,24000.0,59.985,2,1997,18.1454625,1322.6447107644678,27,2024-06-06
더샵송도마리나베이,송도동,74.9894,"64,500",2020,31,2024,6,3,64500.0,74.9894,31,2020,22.6842935,2843.3770705708775,4,2024-06-03
더샵송도마리나베이,송도동,74.8994,"57,000",2020,2,2024,6,6,57000.0,74.8994,2,2020,22.657068499999998,2515.771181960279,4,2024-06-06
송도더샵센트럴시티,송도동,72.99,"71,500",2018,40,2024,6,4,71500.0,72.99,40,2018,22.079475,3238.301635342326,6,2024-06-04
성일,연수동,59.75,"23,900",1994,12,2024,6,10,23900.0,59.75,12,1994,18.074375,1322.314049586777,30,2024-06-10
연수서해그랑블1단지,동춘동,70.75,"40,000",2017,23,2024,6,6,40000.0,70.75,23,2017,21.401875,1868.9951230908507,7,2024-06-06
더샵그린워크1차,송도동,84.3408,"75,000",2014,4,2024,6,1,75000.0,84.3408,4,2014,25.513092,2939.6672108578605,10,2024-06-01
주공3,연수동,44.66,"16,500",1993,5,2024,6,1,16500.0,44.66,5,1993,13.509649999999999,1221.349183731629,31,2024-06-01
우성1,연수동,101.97,"45,900",1994,18,2024,6,7,45900.0,101.97,18,1994,30.845924999999998,1488.0409648924453,30,2024-06-07
뉴서울,선학동,84.53,"31,000",1992,6,2024,6,8,31000.0,84.53,6,1992,25.570325,1212.3428231749108,32,2024-06-08
더샵송도마리나베이,송도동,84.9766,"60,000",2020,1,2024,6,8,60000.0,84.9766,1,2020,25.7054215,2334.1379560728074,4,2024-06-08
송도파크자이,동춘동,76.7563,"51,000",2019,15,2024,6,1,51000.0,76.7563,15,2019,23.218780749999997,2196.4977639921945,5,2024-06-01
연수서해그랑블1단지,동춘동,70.75,"40,000",2017,23,2024,6,6,40000.0,70.75,23,2017,21.401875,1868.9951230908507,7,2024-06-06
아이파크송도,송도동,101.617,"68,500",2005,9,2024,6,1,68500.0,101.617,9,2005,30.7391425,2228.429111189422,19,2024-06-01
대우1,연수동,101.76,"35,000",1992,5,2024,6,6,35000.0,101.76,5,1992,30.7824,1137.013358282655,32,2024-06-06
송도더샵센트럴시티,송도동,59.97,"62,500",2018,2,2024,6,6,62500.0,59.97,2,2018,18.140925,3445.2487951964963,6,2024-06-06
동남,동춘동,52.14,"22,500",1994,14,2024,6,3,22500.0,52.14,14,1994,15.77235,1426.5470903194514,30,2024-06-03
e편한세상송도,송도동,84.4163,"74,500",2018,27,2024,6,5,74500.0,84.4163,27,2018,25.535930750000002,2917.4577864172816,6,2024-06-05
현대1,동춘동,84.97,"49,400",1993,3,2024,6,6,49400.0,84.97,3,1993,25.703425,1921.922856584288,31,2024-06-06
더샵그린워크1차,송도동,59.9201,"61,500",2014,19,2024,6,1,61500.0,59.9201,19,2014,18.12583025,3392.9480278565447,10,2024-06-01
더샵송도마리나베이,송도동,84.916,"84,000",2020,29,2024,6,7,84000.0,84.916,29,2020,25.687089999999998,3270.1251873995852,4,2024-06-07
현대4,옥련동,59.985,"28,300",1997,14,2024,6,4,28300.0,59.985,14,1997,18.1454625,1559.618554776435,27,2024-06-04
무지개마을,동춘동,59.76,"30,500",1995,8,2024,6,7,30500.0,59.76,8,1995,18.077399999999997,1687.1895294677333,29,2024-06-07
희영무지개2,선학동,84.98,"28,250",1995,13,2024,6,2,28250.0,84.98,13,1995,25.70645,1098.9459843735715,29,2024-06-02
동춘마을,동춘동,59.36,"24,000",1994,2,2024,6,9,24000.0,59.36,2,1994,17.9564,1336.5708048383865,30,2024-06-09
송도풍림아이원6단지,송도동,189.7385,"120,000",2005,1,2024,6,3,120000.0,189.7385,1,2005,57.39589624999999,2090.7418097857476,19,2024-06-03
더샵그린워크1차,송도동,59.9201,"60,000",2014,5,2024,6,5,60000.0,59.9201,5,2014,18.12583025,3310.193197908824,10,2024-06-05
더샵그린워크1차,송도동,84.3408,"74,500",2014,20,2024,6,1,74500.0,84.3408,20,2014,25.513092,2920.069429452142,10,2024-06-01
자이(xi),동춘동,95.55,"37,000",1993,10,2024,6,4,37000.0,95.55,10,1993,28.903875,1280.1051762090724,31,2024-06-04
더샵퍼스트월드,송도동,101.748,"79,500",2009,5,2024,6,1,79500.0,101.748,5,2009,30.77877,2582.9492211677075,15,2024-06-01
베르디움더퍼스트,송도동,63.9029,"57,000",2017,15,2024,6,8,57000.0,63.9029,15,2017,19.33062725,2948.688589502444,7,2024-06-08
송도풍림아이원3단지,송도동,84.94,"56,000",2005,6,2024,6,5,56000.0,84.94,6,2005,25.69435,2179.4674704750264,19,2024-06-05
백산,옥련동,59.76,"16,400",1994,3,2024,6,6,16400.0,59.76,3,1994,18.077399999999997,907.2101076482239,30,2024-06-06
풍림1,연수동,84.96,"33,500",1992,10,2024,6,7,33500.0,84.96,10,1992,25.7004,1303.4816578730292,32,2024-06-07
더샵송도마리나베이,송도동,84.9766,"70,000",2020,16,2024,6,7,70000.0,84.9766,16,2020,25.7054215,2723.160948751609,4,2024-06-07
우성2,연수동,59.59,"34,000",1994,6,2024,6,7,34000.0,59.59,6,1994,18.025975,1886.1670450558154,30,2024-06-07
용담마을,청학동,49.995,"22,000",1994,1,2024,6,7,22000.0,49.995,1,1994,15.1234875,1454.6909236378183,30,2024-06-07
현대2차아파트,옥련동,59.985,"24,800",1995,1,2024,6,6,24800.0,59.985,1,1995,18.1454625,1366.7328677899502,29,2024-06-06
우주,연수동,84.975,"28,500",1992,2,2024,6,1,28500.0,84.975,2,1992,25.704937499999996,1108.736405213979,32,2024-06-01
인천연수서해그랑블3단지,동춘동,59.9628,"39,000",2019,11,2024,6,1,39000.0,59.9628,11,2019,18.138747,2150.09338847937,5,2024-06-01
우성2,연수동,40.5,"21,200",1994,16,2024,6,1,21200.0,40.5,16,1994,12.251249999999999,1730.4356698296094,30,2024-06-01
송도파크자이,동춘동,84.9246,"51,000",2019,1,2024,6,6,51000.0,84.9246,1,2019,25.6896915,1985.232092024149,5,2024-06-06
e편한세상송도,송도동,70.5618,"58,500",2018,35,2024,6,2,58500.0,70.5618,35,2018,21.3449445,2740.6958120692234,6,2024-06-02
한양1,동춘동,101.9,"42,500",1994,10,2024,6,4,42500.0,101.9,10,1994,30.82475,1378.7621959626597,30,2024-06-04
풍림1,연수동,84.81,"34,000",1992,12,2024,6,5,34000.0,84.81,12,1992,25.655025,1325.2764321999298,32,2024-06-05
"연수타운(금호,동아)",동춘동,101.97,"46,300",1993,5,2024,6,3,46300.0,101.97,5,1993,30.845924999999998,1501.00864214641,31,2024-06-03
